"fdr_adj","fdr_raw","fpr_adj","fpr_raw","power_adj","power_raw","bias","rmse","ci_coverage","n_genes_scored","n_true_de","scenario","seed","model"
1,1,0.004,0.106,NA,NA,NA,NA,NA,1000,0,"null","42","dream_napari"
1,1,0.004,0.106,NA,NA,NA,NA,NA,1000,0,"null","42","dream_quint"
1,1,0.663,0.823,NA,NA,NA,NA,NA,1000,0,"null","42","seurat_blind"
1,1,0.664,0.827,NA,NA,NA,NA,NA,1000,0,"null","42","seurat_napari"
1,1,0.664,0.827,NA,NA,NA,NA,NA,1000,0,"null","42","seurat_quint"
1,1,0.666,0.822,NA,NA,NA,NA,NA,1000,0,"null","42","wilcoxon"
1,1,0.002,0.083,NA,NA,NA,NA,NA,1000,0,"null","42","deseq2_pb"
1,1,0.002,0.068,NA,NA,NA,NA,NA,1000,0,"null","43","dream_blind"
1,1,0.002,0.063,NA,NA,NA,NA,NA,1000,0,"null","43","dream_napari"
1,1,0.002,0.063,NA,NA,NA,NA,NA,1000,0,"null","43","dream_quint"
1,1,0.655,0.814,NA,NA,NA,NA,NA,1000,0,"null","43","seurat_blind"
1,1,0.654,0.811,NA,NA,NA,NA,NA,1000,0,"null","43","seurat_napari"
1,1,0.654,0.811,NA,NA,NA,NA,NA,1000,0,"null","43","seurat_quint"
